Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      12/52          testing::UnitTest::GetInstance() [11]
                0.00    0.00       6/6           testing::internal::OsStackTraceGetter::UponLeavingGTest() [25]
                0.00    0.00       3/3           testing::Test::DeleteSelf_() [39]
                0.00    0.00       1/1           JugoTest_Test3_Test::~JugoTest_Test3_Test() [71]
                0.00    0.00       1/1           JugoTest_Test3_Test::TestBody() [70]
                0.00    0.00       1/1           JugoTest_Test2_Test::~JugoTest_Test2_Test() [69]
                0.00    0.00       1/1           JugoTest_Test2_Test::TestBody() [68]
                0.00    0.00       1/1           JugoTest_Test1_Test::~JugoTest_Test1_Test() [67]
                0.00    0.00       1/1           JugoTest_Test1_Test::TestBody() [66]
-----------------------------------------------
                0.00    0.00       1/11          testing::internal::UnitTestImpl::RunAllTests() [80]
                0.00    0.00       1/11          void testing::internal::InitGoogleTestImpl<char>(int*, char**) [96]
                0.00    0.00       2/11          testing::internal::(anonymous namespace)::PositiveAndNegativeUnitTestFilter::PositiveAndNegativeUnitTestFilter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .constprop.0] [85]
                0.00    0.00       3/11          testing::internal::(anonymous namespace)::UnitTestFilter::UnitTestFilter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [48]
                0.00    0.00       4/11          testing::internal::SplitString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [31]
[20]     0.0    0.00    0.00      11         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [20]
-----------------------------------------------
                0.00    0.00       7/7           testing::FormatCountableNoun(int, char const*, char const*) [23]
[21]     0.0    0.00    0.00       7         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > testing::internal::StreamableToString<int>(int const&) [21]
                0.00    0.00       7/55          testing::Message::Message() [9]
                0.00    0.00       7/55          testing::internal::StringStreamToString(std::__cxx11::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >*) [10]
-----------------------------------------------
                0.00    0.00       1/7           testing::TestSuite::TestSuite(char const*, char const*, void (*)(), void (*)()) [122]
                0.00    0.00       1/7           testing::UnitTest::GetInstance() [11]
                0.00    0.00       2/7           testing::internal::UnitTestImpl::UnitTestImpl(testing::UnitTest*) [83]
                0.00    0.00       3/7           testing::TestInfo::TestInfo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*, char const*, testing::internal::CodeLocation, void const*, testing::internal::TestFactoryBase*) [45]
[22]     0.0    0.00    0.00       7         testing::internal::Mutex::Mutex() [22]
-----------------------------------------------
                0.00    0.00       1/7           testing::internal::PrettyUnitTestResultPrinter::OnTestCaseStart(testing::TestSuite const&) [102]
                0.00    0.00       1/7           testing::internal::PrettyUnitTestResultPrinter::OnTestCaseEnd(testing::TestSuite const&) [101]
                0.00    0.00       2/7           testing::internal::PrettyUnitTestResultPrinter::OnTestIterationStart(testing::UnitTest const&, int) [106]
                0.00    0.00       3/7           testing::internal::PrettyUnitTestResultPrinter::OnTestIterationEnd(testing::UnitTest const&, int) [104]
[23]     0.0    0.00    0.00       7         testing::FormatCountableNoun(int, char const*, char const*) [23]
                0.00    0.00       7/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > testing::internal::StreamableToString<int>(int const&) [21]
-----------------------------------------------
                0.00    0.00       1/7           void testing::internal::InitGoogleTestImpl<char>(int*, char**) [96]
                0.00    0.00       6/7           testing::internal::SplitString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [31]
[24]     0.0    0.00    0.00       7         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [24]
-----------------------------------------------
                0.00    0.00       6/6           void testing::internal::HandleExceptionsInMethodIfSupported<testing::Test, void>(testing::Test*, void (testing::Test::*)(), char const*) [19]
[25]     0.0    0.00    0.00       6         testing::internal::OsStackTraceGetter::UponLeavingGTest() [25]
-----------------------------------------------
                0.00    0.00       6/6           _GLOBAL__sub_I__ZN7testing15AssertionResultC2ERKS0_ [132]
[26]     0.0    0.00    0.00       6         testing::internal::StringFromGTestEnv(char const*, char const*) [26]
                0.00    0.00       6/21          testing::internal::FlagToEnvVar(char const*) [16]
-----------------------------------------------
                0.00    0.00       3/6           testing::internal::SuiteApiResolver<testing::Test>::GetSetUpCaseOrSuite(char const*, int) [50]
                0.00    0.00       3/6           testing::internal::SuiteApiResolver<testing::Test>::GetTearDownCaseOrSuite(char const*, int) [51]
[27]     0.0    0.00    0.00       6         testing::internal::IsTrue(bool) [27]
-----------------------------------------------
                0.00    0.00       1/5           testing::TestSuite::~TestSuite() [123]
                0.00    0.00       1/5           testing::internal::UnitTestImpl::~UnitTestImpl() [84]
                0.00    0.00       3/5           testing::TestInfo::~TestInfo() [46]
[28]     0.0    0.00    0.00       5         testing::TestResult::~TestResult() [28]
-----------------------------------------------
                0.00    0.00       1/5           testing::internal::UnitTestImpl::GetTestSuite(char const*, char const*, void (*)(), void (*)()) [47]
                0.00    0.00       1/5           testing::internal::(anonymous namespace)::PositiveAndNegativeUnitTestFilter::PositiveAndNegativeUnitTestFilter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .constprop.0] [85]
                0.00    0.00       3/5           testing::internal::UnitTestImpl::FilterTests(testing::internal::UnitTestImpl::ReactionToSharding) [79]
[29]     0.0    0.00    0.00       5         testing::internal::(anonymous namespace)::UnitTestFilter::~UnitTestFilter() [29]
-----------------------------------------------
                0.00    0.00       1/5           testing::internal::PrettyUnitTestResultPrinter::OnTestCaseEnd(testing::TestSuite const&) [101]
                0.00    0.00       1/5           testing::internal::PrettyUnitTestResultPrinter::OnTestIterationEnd(testing::UnitTest const&, int) [104]
                0.00    0.00       3/5           testing::internal::PrettyUnitTestResultPrinter::OnTestEnd(testing::TestInfo const&) [55]
[30]     0.0    0.00    0.00       5         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > testing::internal::StreamableToString<long>(long const&) [30]
                0.00    0.00       5/55          testing::Message::Message() [9]
                0.00    0.00       5/55          testing::internal::StringStreamToString(std::__cxx11::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >*) [10]
-----------------------------------------------
                0.00    0.00       1/4           testing::internal::(anonymous namespace)::PositiveAndNegativeUnitTestFilter::PositiveAndNegativeUnitTestFilter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .constprop.0] [85]
                0.00    0.00       3/4           testing::internal::(anonymous namespace)::UnitTestFilter::UnitTestFilter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [48]
[31]     0.0    0.00    0.00       4         testing::internal::SplitString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [31]
                0.00    0.00       6/7           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [24]
                0.00    0.00       4/27          testing::internal::TestEventRepeater::~TestEventRepeater() [13]
                0.00    0.00       4/4           testing::internal::NoExecDeathTest::AssumeRole() [32]
                0.00    0.00       4/11          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [20]
-----------------------------------------------
                0.00    0.00       4/4           testing::internal::SplitString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [31]
[32]     0.0    0.00    0.00       4         testing::internal::NoExecDeathTest::AssumeRole() [32]
-----------------------------------------------
                0.00    0.00       4/4           testing::internal::ShouldShard(char const*, char const*, bool) [63]
[33]     0.0    0.00    0.00       4         testing::internal::Int32FromEnvOrDie(char const*, int) [33]
-----------------------------------------------
                0.00    0.00       1/4           testing::internal::UnitTestImpl::RunAllTests() [80]
                0.00    0.00       3/4           testing::internal::ReportFailureInUnknownLocation(testing::TestPartResult::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [56]
[34]     0.0    0.00    0.00       4         testing::TestResult::Skipped() const [34]
                0.00    0.00       4/36          testing::TestResult::Failed() const [12]
-----------------------------------------------
                0.00    0.00       1/4           testing::internal::UnitTestImpl::GetTestSuite(char const*, char const*, void (*)(), void (*)()) [47]
                0.00    0.00       3/4           testing::internal::MakeAndRegisterTestInfo(char const*, char const*, char const*, char const*, testing::internal::CodeLocation, void const*, void (*)(), void (*)(), testing::internal::TestFactoryBase*) [53]
[35]     0.0    0.00    0.00       4         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [35]
-----------------------------------------------
                                  16             maxValorRetirado(Jugo, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [36]
                0.00    0.00       1/3           JugoTest_Test3_Test::TestBody() [70]
                0.00    0.00       1/3           JugoTest_Test1_Test::TestBody() [66]
                0.00    0.00       1/3           JugoTest_Test2_Test::TestBody() [68]
[36]     0.0    0.00    0.00       3+16      maxValorRetirado(Jugo, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [36]
                                  16             maxValorRetirado(Jugo, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [36]
-----------------------------------------------
                0.00    0.00       1/3           JugoTest_Test3_Test::TestBody() [70]
                0.00    0.00       1/3           JugoTest_Test1_Test::TestBody() [66]
                0.00    0.00       1/3           JugoTest_Test2_Test::TestBody() [68]
[37]     0.0    0.00    0.00       3         Jugo::Jugo(int, int, int) [37]
-----------------------------------------------
                0.00    0.00       1/3           JugoTest_Test3_Test::TestBody() [70]
                0.00    0.00       1/3           JugoTest_Test1_Test::TestBody() [66]
                0.00    0.00       1/3           JugoTest_Test2_Test::TestBody() [68]
[38]     0.0    0.00    0.00       3         testing::AssertionSuccess() [38]
-----------------------------------------------
                0.00    0.00       3/3           void testing::internal::HandleExceptionsInMethodIfSupported<testing::Test, void>(testing::Test*, void (testing::Test::*)(), char const*) [19]
[39]     0.0    0.00    0.00       3         testing::Test::DeleteSelf_() [39]
-----------------------------------------------
                0.00    0.00       3/3           testing::TestInfo::Run() [75]
[40]     0.0    0.00    0.00       3         testing::Test::HasFatalFailure() [40]
                0.00    0.00       3/52          testing::UnitTest::GetInstance() [11]
-----------------------------------------------
                0.00    0.00       3/3           testing::TestInfo::Run() [75]
[41]     0.0    0.00    0.00       3         testing::Test::HasSameFixtureClass() [41]
                0.00    0.00       3/52          testing::UnitTest::GetInstance() [11]
-----------------------------------------------
                0.00    0.00       3/3           testing::TestInfo::Run() [75]
[42]     0.0    0.00    0.00       3         testing::Test::IsSkipped() [42]
                0.00    0.00       3/52          testing::UnitTest::GetInstance() [11]
                0.00    0.00       3/36          testing::TestResult::Failed() const [12]
-----------------------------------------------
                0.00    0.00       1/3           testing::internal::TestFactoryImpl<JugoTest_Test3_Test>::CreateTest() [91]
                0.00    0.00       1/3           testing::internal::TestFactoryImpl<JugoTest_Test2_Test>::CreateTest() [89]
                0.00    0.00       1/3           testing::internal::TestFactoryImpl<JugoTest_Test1_Test>::CreateTest() [87]
[43]     0.0    0.00    0.00       3         testing::Test::Test() [43]
-----------------------------------------------
                0.00    0.00       1/3           JugoTest_Test3_Test::~JugoTest_Test3_Test() [71]
                0.00    0.00       1/3           JugoTest_Test2_Test::~JugoTest_Test2_Test() [69]
                0.00    0.00       1/3           JugoTest_Test1_Test::~JugoTest_Test1_Test() [67]
[44]     0.0    0.00    0.00       3         testing::Test::~Test() [44]
-----------------------------------------------
                0.00    0.00       3/3           testing::internal::MakeAndRegisterTestInfo(char const*, char const*, char const*, char const*, testing::internal::CodeLocation, void const*, void (*)(), void (*)(), testing::internal::TestFactoryBase*) [53]
[45]     0.0    0.00    0.00       3         testing::TestInfo::TestInfo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*, char const*, testing::internal::CodeLocation, void const*, testing::internal::TestFactoryBase*) [45]
                0.00    0.00       6/27          testing::internal::TestEventRepeater::~TestEventRepeater() [13]
                0.00    0.00       3/7           testing::internal::Mutex::Mutex() [22]
-----------------------------------------------
                0.00    0.00       3/3           testing::TestSuite::~TestSuite() [123]
[46]     0.0    0.00    0.00       3         testing::TestInfo::~TestInfo() [46]
                0.00    0.00       3/5           testing::TestResult::~TestResult() [28]
                0.00    0.00       1/1           testing::internal::TestFactoryImpl<JugoTest_Test3_Test>::~TestFactoryImpl() [92]
                0.00    0.00       1/1           testing::internal::TestFactoryImpl<JugoTest_Test2_Test>::~TestFactoryImpl() [90]
                0.00    0.00       1/1           testing::internal::TestFactoryImpl<JugoTest_Test1_Test>::~TestFactoryImpl() [88]
-----------------------------------------------
                0.00    0.00       3/3           testing::internal::MakeAndRegisterTestInfo(char const*, char const*, char const*, char const*, testing::internal::CodeLocation, void const*, void (*)(), void (*)(), testing::internal::TestFactoryBase*) [53]
[47]     0.0    0.00    0.00       3         testing::internal::UnitTestImpl::GetTestSuite(char const*, char const*, void (*)(), void (*)()) [47]
                0.00    0.00       9/27          testing::internal::TestEventRepeater::~TestEventRepeater() [13]
                0.00    0.00       5/26          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [clone .constprop.0] [14]
                0.00    0.00       1/1           testing::TestSuite::TestSuite(char const*, char const*, void (*)(), void (*)()) [122]
                0.00    0.00       1/3           testing::internal::(anonymous namespace)::UnitTestFilter::UnitTestFilter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [48]
                0.00    0.00       1/1           testing::internal::(anonymous namespace)::UnitTestFilter::MatchesName(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [124]
                0.00    0.00       1/5           testing::internal::(anonymous namespace)::UnitTestFilter::~UnitTestFilter() [29]
                0.00    0.00       1/4           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [35]
                0.00    0.00       1/1           void std::vector<testing::TestSuite*, std::allocator<testing::TestSuite*> >::_M_realloc_insert<testing::TestSuite* const&>(__gnu_cxx::__normal_iterator<testing::TestSuite**, std::vector<testing::TestSuite*, std::allocator<testing::TestSuite*> > >, testing::TestSuite* const&) [130]
-----------------------------------------------
                0.00    0.00       1/3           testing::internal::UnitTestImpl::GetTestSuite(char const*, char const*, void (*)(), void (*)()) [47]
                0.00    0.00       1/3           testing::internal::(anonymous namespace)::PositiveAndNegativeUnitTestFilter::PositiveAndNegativeUnitTestFilter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [clone .constprop.0] [85]
                0.00    0.00       1/3           testing::internal::UnitTestImpl::FilterTests(testing::internal::UnitTestImpl::ReactionToSharding) [79]
[48]     0.0    0.00    0.00       3         testing::internal::(anonymous namespace)::UnitTestFilter::UnitTestFilter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [48]
                0.00    0.00       5/22          testing::internal::(anonymous namespace)::IsGlobPattern(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [15]
                0.00    0.00       3/4           testing::internal::SplitString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [31]
                0.00    0.00       3/11          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [20]
-----------------------------------------------
                0.00    0.00       3/3           _GLOBAL__sub_I__ZN19JugoTest_Test1_Test10test_info_E [131]
[49]     0.0    0.00    0.00       3         testing::internal::GetTestTypeId() [49]
-----------------------------------------------
                0.00    0.00       3/3           _GLOBAL__sub_I__ZN19JugoTest_Test1_Test10test_info_E [131]
[50]     0.0    0.00    0.00       3         testing::internal::SuiteApiResolver<testing::Test>::GetSetUpCaseOrSuite(char const*, int) [50]
                0.00    0.00       3/6           testing::internal::IsTrue(bool) [27]
-----------------------------------------------
                0.00    0.00       3/3           _GLOBAL__sub_I__ZN19JugoTest_Test1_Test10test_info_E [131]
[51]     0.0    0.00    0.00       3         testing::internal::SuiteApiResolver<testing::Test>::GetTearDownCaseOrSuite(char const*, int) [51]
                0.00    0.00       3/6           testing::internal::IsTrue(bool) [27]
-----------------------------------------------
                0.00    0.00       3/3           _GLOBAL__sub_I__ZN7testing15AssertionResultC2ERKS0_ [132]
[52]     0.0    0.00    0.00       3         testing::internal::Int32FromGTestEnv(char const*, int) [52]
                0.00    0.00       3/21          testing::internal::FlagToEnvVar(char const*) [16]
-----------------------------------------------
                0.00    0.00       3/3           _GLOBAL__sub_I__ZN19JugoTest_Test1_Test10test_info_E [131]
[53]     0.0    0.00    0.00       3         testing::internal::MakeAndRegisterTestInfo(char const*, char const*, char const*, char const*, testing::internal::CodeLocation, void const*, void (*)(), void (*)(), testing::internal::TestFactoryBase*) [53]
                0.00    0.00       6/26          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [clone .constprop.0] [14]
                0.00    0.00       3/27          testing::internal::TestEventRepeater::~TestEventRepeater() [13]
                0.00    0.00       3/3           testing::TestInfo::TestInfo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*, char const*, testing::internal::CodeLocation, void const*, testing::internal::TestFactoryBase*) [45]
                0.00    0.00       3/52          testing::UnitTest::GetInstance() [11]
                0.00    0.00       3/3           testing::internal::UnitTestImpl::GetTestSuite(char const*, char const*, void (*)(), void (*)()) [47]
                0.00    0.00       3/3           void std::vector<testing::TestInfo*, std::allocator<testing::TestInfo*> >::_M_realloc_insert<testing::TestInfo* const&>(__gnu_cxx::__normal_iterator<testing::TestInfo**, std::vector<testing::TestInfo*, std::allocator<testing::TestInfo*> > >, testing::TestInfo* const&) [59]
                0.00    0.00       3/4           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [35]
                0.00    0.00       1/1           testing::internal::FilePath::GetCurrentDir() [118]
-----------------------------------------------
                0.00    0.00       3/3           testing::TestInfo::Run() [75]
[54]     0.0    0.00    0.00       3         testing::internal::PrettyUnitTestResultPrinter::OnTestStart(testing::TestInfo const&) [54]
                0.00    0.00       3/13          testing::internal::PrintColorEncoded(char const*) [clone .constprop.0] [17]
-----------------------------------------------
                0.00    0.00       3/3           testing::TestInfo::Run() [75]
[55]     0.0    0.00    0.00       3         testing::internal::PrettyUnitTestResultPrinter::OnTestEnd(testing::TestInfo const&) [55]
                0.00    0.00       9/36          testing::TestResult::Failed() const [12]
                0.00    0.00       3/13          testing::internal::PrintColorEncoded(char const*) [clone .constprop.0] [17]
                0.00    0.00       3/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > testing::internal::StreamableToString<long>(long const&) [30]
-----------------------------------------------
                0.00    0.00       3/3           testing::TestInfo::Run() [75]
[56]     0.0    0.00    0.00       3         testing::internal::ReportFailureInUnknownLocation(testing::TestPartResult::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [56]
                0.00    0.00       9/52          testing::UnitTest::GetInstance() [11]
                0.00    0.00       6/12          void testing::internal::HandleExceptionsInMethodIfSupported<testing::Test, void>(testing::Test*, void (testing::Test::*)(), char const*) [19]
                0.00    0.00       3/4           testing::TestResult::Skipped() const [34]
-----------------------------------------------
                0.00    0.00       3/3           testing::TestInfo::Run() [75]
[57]     0.0    0.00    0.00       3         testing::Test* testing::internal::HandleExceptionsInMethodIfSupported<testing::internal::TestFactoryBase, testing::Test*>(testing::internal::TestFactoryBase*, testing::Test* (testing::internal::TestFactoryBase::*)(), char const*) [57]
                0.00    0.00       3/52          testing::UnitTest::GetInstance() [11]
                0.00    0.00       1/1           testing::internal::TestFactoryImpl<JugoTest_Test3_Test>::CreateTest() [91]
                0.00    0.00       1/1           testing::internal::TestFactoryImpl<JugoTest_Test2_Test>::CreateTest() [89]
                0.00    0.00       1/1           testing::internal::TestFactoryImpl<JugoTest_Test1_Test>::CreateTest() [87]
-----------------------------------------------
                0.00    0.00       3/3           _GLOBAL__sub_I__ZN19JugoTest_Test1_Test10test_info_E [131]
[58]     0.0    0.00    0.00       3         testing::internal::FormatCxxExceptionMessage(char const*, char const*) [58]
-----------------------------------------------
                0.00    0.00       3/3           testing::internal::MakeAndRegisterTestInfo(char const*, char const*, char const*, char const*, testing::internal::CodeLocation, void const*, void (*)(), void (*)(), testing::internal::TestFactoryBase*) [53]
[59]     0.0    0.00    0.00       3         void std::vector<testing::TestInfo*, std::allocator<testing::TestInfo*> >::_M_realloc_insert<testing::TestInfo* const&>(__gnu_cxx::__normal_iterator<testing::TestInfo**, std::vector<testing::TestInfo*, std::allocator<testing::TestInfo*> > >, testing::TestInfo* const&) [59]
-----------------------------------------------
                0.00    0.00       3/3           _GLOBAL__sub_I__ZN19JugoTest_Test1_Test10test_info_E [131]
[60]     0.0    0.00    0.00       3         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [60]
-----------------------------------------------
                0.00    0.00       1/3           JugoTest_Test3_Test::TestBody() [70]
                0.00    0.00       1/3           JugoTest_Test1_Test::TestBody() [66]
                0.00    0.00       1/3           JugoTest_Test2_Test::TestBody() [68]
[61]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >* std::__do_uninit_copy<std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*) [61]
-----------------------------------------------
                0.00    0.00       1/3           testing::internal::ParseInternalRunDeathTestFlag() [113]
                0.00    0.00       2/3           testing::internal::UnitTestImpl::ConfigureXmlOutput() [81]
[62]     0.0    0.00    0.00       3         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [62]
-----------------------------------------------
                0.00    0.00       1/2           testing::internal::PrettyUnitTestResultPrinter::OnTestIterationStart(testing::UnitTest const&, int) [106]
                0.00    0.00       1/2           testing::internal::UnitTestImpl::RunAllTests() [80]
[63]     0.0    0.00    0.00       2         testing::internal::ShouldShard(char const*, char const*, bool) [63]
                0.00    0.00       4/4           testing::internal::Int32FromEnvOrDie(char const*, int) [33]
-----------------------------------------------
                0.00    0.00       2/2           testing::TestInfo::Run() [75]
[64]     0.0    0.00    0.00       2         void testing::internal::HandleExceptionsInMethodIfSupported<testing::TestSuite, void>(testing::TestSuite*, void (testing::TestSuite::*)(), char const*) [64]
                0.00    0.00       2/52          testing::UnitTest::GetInstance() [11]
                0.00    0.00       1/1           testing::TestSuite::RunTearDownTestSuite() [121]
                0.00    0.00       1/1           testing::TestSuite::RunSetUpTestSuite() [120]
-----------------------------------------------
                0.00    0.00       1/2           testing::internal::PrettyUnitTestResultPrinter::OnTestIterationStart(testing::UnitTest const&, int) [106]
                0.00    0.00       1/2           testing::internal::PrettyUnitTestResultPrinter::OnTestIterationEnd(testing::UnitTest const&, int) [104]
[65]     0.0    0.00    0.00       2         testing::TestSuite::test_to_run_count() const [65]
-----------------------------------------------
                0.00    0.00       1/1           void testing::internal::HandleExceptionsInMethodIfSupported<testing::Test, void>(testing::Test*, void (testing::Test::*)(), char const*) [19]
[66]     0.0    0.00    0.00       1         JugoTest_Test1_Test::TestBody() [66]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >* std::__do_uninit_copy<std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*) [61]
                0.00    0.00       1/3           Jugo::Jugo(int, int, int) [37]
                0.00    0.00       1/3           maxValorRetirado(Jugo, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [36]
                0.00    0.00       1/3           testing::AssertionSuccess() [38]
-----------------------------------------------
                0.00    0.00       1/1           void testing::internal::HandleExceptionsInMethodIfSupported<testing::Test, void>(testing::Test*, void (testing::Test::*)(), char const*) [19]
[67]     0.0    0.00    0.00       1         JugoTest_Test1_Test::~JugoTest_Test1_Test() [67]
                0.00    0.00       1/3           testing::Test::~Test() [44]
-----------------------------------------------
                0.00    0.00       1/1           void testing::internal::HandleExceptionsInMethodIfSupported<testing::Test, void>(testing::Test*, void (testing::Test::*)(), char const*) [19]
[68]     0.0    0.00    0.00       1         JugoTest_Test2_Test::TestBody() [68]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >* std::__do_uninit_copy<std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*) [61]
                0.00    0.00       1/3           Jugo::Jugo(int, int, int) [37]
                0.00    0.00       1/3           maxValorRetirado(Jugo, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [36]
                0.00    0.00       1/3           testing::AssertionSuccess() [38]
-----------------------------------------------
